                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2373,                 5.1872,                 1.0524,                0.02569,                0.59259,                0.29124,                0.19476,                 1.0316,                 4.7935,                0.89617,                0.00024,                0.00024,                0.00024
                      2,                 1.0694,                 2.9981,                0.93602,                0.03479,                0.71296,                0.62844,                0.44921,                0.97678,                 4.3664,                0.90022,              0.0004803,              0.0004803,              0.0004803
                      3,                 1.0228,                 2.3496,                0.94044,                 0.5764,                0.82407,                0.78852,                0.53825,                 1.0809,                 3.6139,                0.94483,              0.0007107,              0.0007107,              0.0007107
                      4,                 1.0971,                 2.1154,                0.96977,                0.81835,                0.50057,                0.68358,                0.45173,                 1.0979,                 2.9863,                0.97646,             0.00093119,             0.00093119,             0.00093119
                      5,                 1.0592,                 1.9489,                0.97084,                0.84438,                0.67593,                0.82035,                0.52187,                 1.2085,                 2.4834,                 1.0014,              0.0009208,              0.0009208,              0.0009208
                      6,                 1.0297,                 1.7842,                0.95872,                0.94528,                0.79971,                0.90751,                0.62411,                 1.0225,                 1.2096,                 0.9697,               0.000901,               0.000901,               0.000901
                      7,                  0.975,                 1.5656,                0.95374,                0.83868,                0.81833,                0.86092,                0.61174,                0.99032,                  1.169,                 0.9425,              0.0008812,              0.0008812,              0.0008812
                      8,                0.96218,                 1.4355,                 0.9318,                0.84544,                 0.7963,                0.87872,                0.62029,                 1.0261,                 1.1579,                0.97655,              0.0008614,              0.0008614,              0.0008614
                      9,                0.97955,                 1.3846,                0.91837,                0.93061,                0.84259,                0.92281,                0.64768,                 1.0119,                0.95584,                0.96266,              0.0008416,              0.0008416,              0.0008416
                     10,                 0.9116,                 1.2294,                0.91158,                0.85297,                0.89815,                0.93186,                0.68566,                0.95569,                0.93565,                0.95183,              0.0008218,              0.0008218,              0.0008218
                     11,                 0.9158,                 1.2469,                0.91281,                0.87422,                0.89815,                0.93534,                 0.6722,                 1.0076,                0.91553,                0.98343,               0.000802,               0.000802,               0.000802
                     12,                0.92661,                 1.1526,                  0.929,                0.88482,                0.85354,                0.92317,                0.64277,                0.99386,                 1.0109,                0.96063,              0.0007822,              0.0007822,              0.0007822
                     13,                 0.8994,                 1.1175,                 0.9231,                0.87352,                0.83333,                0.86517,                0.62552,                 0.9386,                 1.1086,                   0.95,              0.0007624,              0.0007624,              0.0007624
                     14,                0.86742,                 1.0225,                0.89591,                0.87181,                0.84259,                0.91985,                0.67556,                0.91547,                 0.8773,                0.93316,              0.0007426,              0.0007426,              0.0007426
                     15,                0.89198,                0.97887,                0.90701,                0.87816,                 0.8676,                0.92423,                0.68337,                0.96161,                0.82994,                0.94373,              0.0007228,              0.0007228,              0.0007228
                     16,                0.86903,                0.90667,                0.90039,                0.89347,                0.87963,                0.92982,                0.67115,                0.95451,                0.71494,                0.94467,               0.000703,               0.000703,               0.000703
                     17,                0.88001,                0.93635,                0.89957,                0.92857,                0.84262,                0.92629,                0.68057,                0.94676,                0.69861,                0.94094,              0.0006832,              0.0006832,              0.0006832
                     18,                 0.8417,                0.85698,                0.89957,                0.92872,                0.84451,                0.93378,                0.69906,                0.93629,                0.66782,                0.94193,              0.0006634,              0.0006634,              0.0006634
                     19,                0.84595,                0.82779,                0.91481,                0.89658,                0.88297,                0.94251,                0.69806,                0.94774,                0.64503,                0.94742,              0.0006436,              0.0006436,              0.0006436
                     20,                0.84767,                 0.8384,                0.88776,                0.86911,                0.92227,                0.95286,                0.69576,                0.93519,                0.67107,                0.93475,              0.0006238,              0.0006238,              0.0006238
                     21,                0.85695,                0.82268,                0.90657,                0.91197,                0.87037,                0.94335,                0.69342,                0.96252,                0.64611,                0.94222,               0.000604,               0.000604,               0.000604
                     22,                0.86014,                0.78642,                0.88158,                0.87768,                0.91667,                0.94833,                0.69604,                0.95839,                0.61454,                0.94154,              0.0005842,              0.0005842,              0.0005842
                     23,                0.82038,                0.77664,                0.88233,                0.88548,                0.93519,                0.94466,                0.69102,                0.93925,                0.59225,                0.93788,              0.0005644,              0.0005644,              0.0005644
                     24,                0.82553,                 0.7655,                0.89987,                0.92595,                0.87037,                0.96009,                0.72185,                0.95871,                0.60414,                0.93584,              0.0005446,              0.0005446,              0.0005446
                     25,                0.80233,                0.72798,                0.88571,                0.84447,                0.92593,                0.94215,                0.69631,                0.94779,                0.63065,                0.94256,              0.0005248,              0.0005248,              0.0005248
                     26,                0.79385,                0.70151,                0.87678,                0.87058,                0.93519,                0.94018,                0.69863,                0.90197,                0.63212,                0.92453,               0.000505,               0.000505,               0.000505
                     27,                0.80975,                0.72091,                0.88852,                0.89589,                0.90741,                0.94237,                0.69996,                0.89727,                 0.5772,                0.93877,              0.0004852,              0.0004852,              0.0004852
                     28,                0.76201,                0.66564,                0.87721,                0.88599,                0.87037,                0.94302,                0.68559,                0.99773,                0.62172,                0.96852,              0.0004654,              0.0004654,              0.0004654
                     29,                0.78978,                0.68133,                0.87921,                0.89036,                0.90233,                 0.9519,                0.69471,                0.98806,                0.58353,                0.96165,              0.0004456,              0.0004456,              0.0004456
                     30,                0.77263,                  0.685,                 0.8711,                0.87887,                0.94052,                0.95323,                0.71337,                0.96184,                0.60827,                 0.9514,              0.0004258,              0.0004258,              0.0004258
                     31,                0.75011,                0.65626,                0.86541,                0.86997,                0.94444,                0.95774,                0.72931,                0.90376,                0.56248,                0.93968,               0.000406,               0.000406,               0.000406
                     32,                0.74885,                0.62771,                0.86152,                 0.8685,                0.94444,                0.95519,                0.71461,                0.90735,                0.55399,                0.93875,              0.0003862,              0.0003862,              0.0003862
                     33,                 0.7631,                0.61005,                0.86762,                0.89114,                0.90955,                0.95999,                0.73278,                0.94294,                0.57547,                0.93722,              0.0003664,              0.0003664,              0.0003664
                     34,                 0.7332,                0.60019,                0.85459,                0.86428,                0.94346,                0.96443,                0.73641,                  0.882,                0.53992,                0.92446,              0.0003466,              0.0003466,              0.0003466
                     35,                0.74581,                0.61594,                0.87534,                0.93106,                0.86111,                 0.9545,                0.72574,                0.87705,                0.53684,                0.92803,              0.0003268,              0.0003268,              0.0003268
                     36,                0.71612,                0.59045,                0.86386,                0.93403,                0.87037,                0.95504,                 0.7276,                0.90956,                0.56628,                0.92709,               0.000307,               0.000307,               0.000307
                     37,                 0.7201,                0.57207,                0.86488,                0.88943,                0.89377,                0.96048,                0.73026,                0.90959,                0.54825,                0.92758,              0.0002872,              0.0002872,              0.0002872
                     38,                0.67835,                0.55884,                 0.8527,                0.89974,                  0.914,                0.96151,                0.72999,                0.89985,                0.54674,                0.92503,              0.0002674,              0.0002674,              0.0002674
                     39,                0.67776,                0.53201,                0.85243,                0.89746,                0.89141,                0.95913,                0.73601,                0.86603,                0.54126,                0.92379,              0.0002476,              0.0002476,              0.0002476
                     40,                0.72014,                0.57358,                0.87004,                0.93134,                0.87914,                0.95838,                0.73938,                0.86604,                0.53024,                0.91827,              0.0002278,              0.0002278,              0.0002278
                     41,                0.65857,                0.56623,                0.85291,                0.92358,                0.89525,                0.96239,                0.75048,                0.84544,                0.52348,                0.91572,               0.000208,               0.000208,               0.000208
                     42,                0.66182,                0.56077,                0.85794,                0.92187,                0.89815,                0.96248,                0.74055,                0.85478,                0.53739,                0.91067,              0.0001882,              0.0001882,              0.0001882
                     43,                0.63336,                0.53081,                0.85161,                0.89512,                0.90741,                0.96585,                0.74852,                0.86195,                0.51156,                0.91524,              0.0001684,              0.0001684,              0.0001684
                     44,                0.62512,                 0.5173,                0.85755,                0.89092,                 0.9075,                0.96498,                0.74232,                0.87495,                0.52635,                0.92327,              0.0001486,              0.0001486,              0.0001486
                     45,                0.62217,                0.51619,                0.86074,                0.85225,                0.96296,                0.96493,                0.74098,                0.88982,                0.53612,                 0.9312,              0.0001288,              0.0001288,              0.0001288
                     46,                0.63176,                0.52197,                0.84288,                0.85449,                0.97873,                0.96438,                0.73612,                0.87654,                0.51921,                0.92741,               0.000109,               0.000109,               0.000109
                     47,                0.60651,                0.51314,                0.84537,                0.84781,                0.98148,                 0.9641,                0.73936,                0.86146,                0.52146,                 0.9211,               8.92e-05,               8.92e-05,               8.92e-05
                     48,                0.62165,                 0.5068,                0.85442,                0.85792,                0.95052,                0.96597,                0.74516,                0.87137,                0.50972,                0.92322,               6.94e-05,               6.94e-05,               6.94e-05
                     49,                0.60213,                0.49022,                0.84125,                0.85924,                0.96086,                 0.9663,                0.74174,                0.86083,                0.51925,                0.91936,               4.96e-05,               4.96e-05,               4.96e-05
                     50,                 0.5895,                0.49545,                0.84149,                0.85834,                0.96296,                0.96588,                0.74953,                0.85779,                0.51256,                0.91861,               2.98e-05,               2.98e-05,               2.98e-05
